date,where_racecourse,weather,race_round,race_title,race_id,total_horse_number,frame_number,horse_number,odds,popular,rank,rider_id,burden_weight,race_course,ground_status,goal_time,goal_time_dif,half_way_rank,pace,last_time,horse_weight,wined_horse_id,prize,horse_id,target_race_id
2009/11/28,5京都7,晴,3,2歳未勝利,200908050703,18,2,3,6.8,4,5,00666,55,芝1600,良,1:35.7,1.5,12-11,34.1-36.4,36.9,462(-4),2007110101,50.0,2007104599,201408030411
2009/11/07,5京都1,晴,3,2歳未勝利,200908050103,11,8,11,3.4,2,4,00666,55,芝1400,良,1:23.4,0.2,8-7,35.3-35.4,34.9,466(+4),2007101585,75.0,2007104599,201408030411
2009/10/25,4京都6,晴,3,2歳未勝利,200908040603,11,3,3,4.3,3,2,00666,55,芝1600,良,1:34.7,0.0,7-6,33.9-36.5,35.9,462(+2),2007104255,200.0,2007104599,201408030411
2009/09/20,4阪神3,晴,2,2歳未勝利,200909040302,11,4,4,3.9,2,3,00666,54,芝1400,良,1:22.8,0.2,5-6,33.9-36.9,35.9,460(0),2007102075,130.0,2007104599,201408030411
2009/09/06,3小倉8,晴,4,2歳新馬,200910030804,15,7,13,59.3,9,3,01034,54,芝1200,良,1:10.2,0.4,5-5,34.2-35.6,35.5,460(0),2007110030,180.0,2007104599,201408030411
2014/12/06,4中山1,晴,11,ステイヤーズS(G2),201406040111,15,5,8,5.2,3,1,00660,57,芝3600,良,3:47.8,-0.1,3-3-4-3,39.1-35.7,35.4,474(+6),2008104467,"6,112.0",2008100484,201408030411
2014/11/09,5東京2,曇,11,アルゼンチン共和国杯(G2),201405050211,18,2,4,10.6,7,9,00660,58,芝2500,良,2:32.0,1.5,1-1-1-2,30.4-34.7,36.1,468(-10),2010104296, ,2008100484,201408030411
2014/10/14,4京都3,曇,11,京都大賞典(G2),201408040311,12,6,8,8.5,5,8,00660,57,芝2400,良,2:25.0,0.8,4-4-4-4,36.3-35.1,34.4,478(-8),2010104439, ,2008100484,201408030411
2014/05/04,3京都4,晴,11,天皇賞(春)(G1),201408030411,18,8,18,27.4,5,17,00660,58,芝3200,良,3:17.3,2.2,9-9-8-14,36.9-34.8,36.1,486(-6),2009106599, ,2008100484,201408030411
2014/02/16,2京都6,晴,11,京都記念(G2),201408020611,12,8,11,34.3,6,1,00660,57,芝2200,稍,2:16.0,-0.1,1-1-1-2,38.3-34.2,34.1,492(+14),2008102985,"6,085.4",2008100484,201408030411
2013/12/22,5中山8,晴,10,有馬記念(G1),201306050810,16,3,5,33.8,7,7,00660,57,芝2500,良,2:34.3,2.0,6-8-11-10,30.3-36.7,38.1,478(+4),2008102636, ,2008100484,201408030411
2013/11/30,5中山1,晴,11,ステイヤーズS(G2),201306050111,13,4,4,3.0,1,1,00660,56,芝3600,良,3:45.2,-0.6,5-5-5-5,36.5-36.8,35.4,474(+8),2008103095,"6,092.4",2008100484,201408030411
2013/11/03,5東京2,晴,11,アルゼンチン共和国杯(G2),201305050211,18,6,11,23.5,9,6,00660,56,芝2500,良,2:31.6,0.7,15-15-13-15,29.9-35.2,35.0,466(+4),2007104599, ,2008100484,201408030411
2013/10/06,4京都2,晴,11,京都大賞典(G2),201308040211,13,3,3,103.4,10,10,01026,56,芝2400,良,2:23.7,0.8,12-13-12-12,36.1-34.9,34.3,462(-16),2008104835, ,2008100484,201408030411
2013/05/26,2東京12,晴,12,目黒記念(G2),201305021212,18,7,14,17.9,9,9,05473,57,芝2500,良,2:30.5,0.9,18-18-18-18,29.5-35.2,34.5,478(-10),2008103165, ,2008100484,201408030411
2013/04/28,3京都4,晴,11,天皇賞(春)(G1),201308030411,18,2,3,25.3,5,9,01115,58,芝3200,良,3:15.9,1.7,18-18-16-14,36.5-36.3,37.0,488(-2),2009106599, ,2008100484,201408030411
2013/03/17,1阪神8,晴,11,阪神大賞典(G2),201309010811,9,6,6,11.8,3,2,00666,56,芝3000,良,3:05.3,0.3,9-9-7-6,36.6-37.4,36.6,490(-4),2009102739,"2,418.4",2008100484,201408030411
2013/01/06,1京都2,晴,10,万葉S(OP),201308010210,15,7,13,2.9,1,1,00666,56,芝3000,良,3:08.0,0.0,13-13-12-10,37.5-35.5,34.5,494(+14),2007100206,"2,235.0",2008100484,201408030411
2012/12/01,5中山1,晴,11,ステイヤーズS(G2),201206050111,15,5,8,5.3,2,3,00422,56,芝3600,良,3:46.7,0.2,12-13-4-3,38.1-36.9,36.8,480(-6),2002107238,"1,516.8",2008100484,201408030411
2012/11/03,5京都1,晴,10,八坂S(1600万下),201208050110,10,5,5,9.3,4,1,05212,57.5,芝1800,良,1:48.0,0.0,10-9,37.4-34.2,32.8,486(0),2008100500,"1,724.5",2008100484,201408030411
2012/10/21,4京都7,晴,12,観月橋S(1600万下),201208040712,13,6,8,4.4,2,6,05212,57,ダ1800,良,1:51.9,0.4,12-12-12-12,37.1-36.6,35.9,486(-8),2007101829, ,2008100484,201408030411
2012/10/08,4京都3,晴,10,平城京S(1600万下),201208040310,16,3,5,3.9,1,11,05203,58,ダ1800,良,1:51.8,0.7,14-14-14-16,35.2-39.1,36.5,494(+10),2007102139, ,2008100484,201408030411
2012/08/25,2小倉9,晴,11,宮崎S(1600万下),201210020911,16,5,10,4.1,1,10,00945,58,ダ1700,良,1:46.7,1.8,16-15-13-11,29.5-39.0,39.7,484(-8),2007103402, ,2008100484,201408030411
2012/05/19,3京都9,晴,11,東海S(G2),201208030911,15,7,12,13.7,6,4,00666,56,ダ1900,良,1:56.6,0.2,15-15-14-14,29.3-36.5,35.6,492(+2),2007103215,770.0,2008100484,201408030411
2012/04/14,2阪神7,晴,11,アンタレスS(G3),201209020711,16,5,9,16.8,4,7,00666,56,ダ1800,稍,1:50.6,0.7,16-16-16-16,35.3-37.3,36.3,490(+6),2007103389, ,2008100484,201408030411
2012/03/04,1阪神4,小雨,11,仁川S(OP),201209010411,16,7,14,3.5,2,6,00666,56,ダ2000,稍,2:04.1,1.8,16-15-15-14,35.3-35.4,35.3,484(+2),2007103389, ,2008100484,201408030411
2012/01/28,2京都1,曇,10,雅S(1600万下),201208020110,16,7,13,2.4,1,1,00666,56,ダ1900,良,1:58.7,-0.2,16-16-10-8,29.9-37.5,36.5,482(-2),2007101429,"1,734.3",2008100484,201408030411
2012/01/14,1京都4,曇,12,4歳以上1000万下,201208010412,16,3,5,1.9,1,1,00666,56,ダ1900,良,1:59.8,-0.6,15-15-13-12,30.4-37.2,35.5,484(+6),2008103188,970.0,2008100484,201408030411
2011/12/25,6阪神8,晴,10,赤穂特別(1000万下),201109060810,16,6,12,3.6,2,2,01085,56,ダ1800,良,1:54.9,0.2,15-15-14-14,38.8-37.8,36.9,478(+2),2008102944,602.2,2008100484,201408030411
2011/12/11,6阪神4,晴,8,3歳以上1000万下,201109060408,16,3,6,5.3,2,3,01115,56,ダ1800,良,1:53.8,0.3,15-15-11-11,37.5-36.8,36.2,476(0),2007101429,260.0,2008100484,201408030411
2011/11/27,6京都8,晴,10,北國新聞杯(1000万下),201108060810,16,1,1,15.0,5,2,01115,55,ダ1800,良,1:52.1,0.1,16-15-9-6,37.6-36.0,35.7,476(+2),2007103864,601.6,2008100484,201408030411
2011/11/06,6京都2,小雨,8,3歳以上1000万下,201108060208,16,7,14,3.2,1,8,01088,55,ダ1800,稍,1:52.5,1.8,6-7-8-11,36.3-36.8,37.8,474(-2),2007104510, ,2008100484,201408030411
2011/10/16,5京都4,晴,8,3歳以上1000万下,201108050408,14,4,5,11.3,5,6,00711,55,ダ1800,重,1:51.4,0.7,8-9-11-13,36.6-36.1,35.7,476(+4),2007103215, ,2008100484,201408030411
2011/05/01,3京都4,曇,12,被災地支援いぶき賞(OP),201108030412,16,5,10,37.9,9,9,01088,56,ダ1800,稍,1:52.7,1.0,11-13-13-12,36.5-37.0,36.9,472(+10),2008103069, ,2008100484,201408030411
2011/03/27,2阪神2,晴,12,被災地支援毎日杯(G3),201109020212,18,6,11,112.9,14,14,00711,56,芝1800,良,1:48.7,1.6,5-3,34.9-34.2,35.6,462(-4),2008103235, ,2008100484,201408030411
2011/03/05,1阪神3,晴,6,3歳500万下,201109010306,9,6,6,1.6,1,1,05203,56,ダ1800,良,1:54.9,-0.1,5-5-5-4,37.6-38.3,37.7,466(-6),2008101746,700.0,2008100484,201408030411
2011/02/12,2京都5,晴,3,3歳未勝利,201108020503,16,1,1,7.6,4,1,05203,56,ダ1800,良,1:55.0,-0.7,7-7-10-7,37.6-36.7,35.9,472(-6),2008106150,500.0,2008100484,201408030411
2011/01/29,2京都1,晴,2,3歳未勝利,201108020102,16,2,3,34.0,6,4,01116,56,ダ1800,良,1:56.1,0.6,5-5-8-6,36.8-38.8,38.7,478(-2),2008100555,75.0,2008100484,201408030411
2011/01/09,1京都3,晴,6,3歳新馬,201108010306,16,3,5,28.0,8,14,01116,56,芝1600,良,1:38.1,2.5,11-15,35.5-35.7,36.7,480(0),2008101637, ,2008100484,201408030411
2017/01/22,1中山7,晴,11,アメリカジョッキーC(G2),201706010711,17,3,5,275.2,14,16,01096,56,芝2200,良,2:16.0,4.1,16-16-15-12,35.8-36.3,39.3,486(+10),2012104008, ,2008102064,201408030411
2016/08/06,1札幌3,晴,11,札幌日経OP(OP),201601010311,14,8,13,17.1,7,7,01117,57,芝2600,良,2:40.5,0.7,13-13-10-10,37.0-35.8,35.7,476(-2),2012104650, ,2008102064,201408030411
2016/07/17,2函館4,小雨,11,函館記念(G3),201602020411,16,5,9,62.5,14,7,01117,56,芝2000,稍,1:59.9,0.9,15-14-14-14,35.3-35.5,35.3,478(0),2010105964, ,2008102064,201408030411
2016/03/26,3中山1,晴,11,日経賞(G2),201606030111,9,8,8,52.3,6,7,01075,56,芝2500,良,2:37.6,0.8,7-7-4-4,31.7-33.9,34.3,478(+2),2011105266, ,2008102064,201408030411
2016/02/20,1東京7,雨,11,ダイヤモンドS(G3),201605010711,16,1,2,11.2,6,14,01075,56,芝3400,稍,3:44.9,7.1,14-14-13-12,38.2-37.1,43.0,476(0),2011100066, ,2008102064,201408030411
2015/11/03,オースト, , ,メルボルンC(G1),2015B6a01907,24, ,7, ,16,17,05416,55.5,芝3200,稍, , , , , ,計不,, ,2008102064,201408030411
2015/10/17,オースト, , ,コーフィールドC(G1),2015B6a00609,18, ,5, ,7,10,05416,,芝2400,稍, , , , , ,計不,, ,2008102064,201408030411
2015/05/03,3京都4,晴,11,天皇賞(春)(G1),201508030411,17,3,6,31.6,11,6,00732,58,芝3200,良,3:15.0,0.3,8-8-8-7,36.1-35.3,35.1,474(-6),2009102739, ,2008102064,201408030411
2015/03/28,3中山1,晴,11,日経賞(G2),201506030111,12,4,4,14.8,6,3,01075,56,芝2500,良,2:30.5,0.3,9-9-9-8,29.8-35.1,34.4,480(0),2011105911,"1,612.0",2008102064,201408030411
2014/12/06,4中山1,晴,11,ステイヤーズS(G2),201406040111,15,7,13,4.8,2,5,01075,56,芝3600,良,3:48.5,0.7,12-12-10-5,39.1-35.7,35.7,480(-4),2008100484,600.0,2008102064,201408030411
2014/11/09,5東京2,曇,11,アルゼンチン共和国杯(G2),201405050211,18,7,15,3.9,1,14,01075,57,芝2500,良,2:32.6,2.1,11-12-8-7,30.4-34.7,36.1,484(+4),2010104296, ,2008102064,201408030411
2014/06/29,3阪神8,曇,11,宝塚記念(G1),201409030811,12,1,1,16.3,5,8,05386,58,芝2200,良,2:14.8,0.9,9-8-7-6,36.4-35.6,35.8,480(+2),2009102739, ,2008102064,201408030411
2014/05/04,3京都4,晴,11,天皇賞(春)(G1),201408030411,18,3,6,101.5,12,3,01075,58,芝3200,良,3:15.1,0.0,10-9-10-10,36.9-34.8,34.0,478(-2),2009106599,"3,354.0",2008102064,201408030411
2014/03/29,3中山1,晴,11,日経賞(G2),201406030111,15,6,11,85.0,10,2,01075,56,芝2500,良,2:34.7,0.3,9-9-10-11,31.8-34.7,34.3,480(-6),2008103206,"2,530.4",2008102064,201408030411
2013/11/24,5東京8,晴,11,ジャパンC(G1),201305050811,17,6,12,186.2,16,12,01122,57,芝2400,良,2:26.7,0.6,9-11-10-10,37.0-34.1,34.0,486(+2),2009106253, ,2008102064,201408030411
2013/11/03,5東京2,晴,11,アルゼンチン共和国杯(G2),201305050211,18,8,18,11.6,6,5,01122,54,芝2500,良,2:31.4,0.5,17-17-17-15,29.9-35.2,34.8,484(0),2007104599,550.0,2008102064,201408030411
2013/10/05,4東京1,小雨,10,オクトーバーS(1600万下),201305040110,16,1,1,4.9,3,1,01075,56,芝2400,稍,2:26.3,0.0,13-11-12-13,36.2-35.3,33.9,484(+6),2009105928,"1,775.7",2008102064,201408030411
2013/05/26,2東京12,晴,8,シンボリルドルフC(1600万下),201305021208,18,8,16,4.9,1,8,00666,56,芝1800,良,1:45.9,0.4,16-15-13,34.8-34.6,33.6,478(0),2009105771, ,2008102064,201408030411
2013/05/04,2東京5,晴,10,緑風S(1600万下),201305020510,18,7,14,6.8,3,2,01122,55,芝2400,良,2:24.7,0.0,16-16-16-16,35.5-34.6,33.5,478(0),2008101165,711.6,2008102064,201408030411
2013/04/06,3中山5,雨,10,湾岸S(1600万下),201306030510,15,3,4,25.3,8,3,01122,57,芝2200,良,2:12.8,0.2,5-5-6-4,37.0-34.4,34.2,478(-4),2008101521,445.0,2008102064,201408030411
2012/12/15,3中京5,曇,10,名古屋日刊スポーツ杯(1000万下),201207030510,13,1,1,2.0,1,1,01122,57,芝2200,稍,2:15.6,-0.2,9-9-9-10,34.9-36.5,35.3,482(0),2008102219,"1,292.2",2008102064,201408030411
2012/11/18,5東京6,晴,10,晩秋特別(1000万下),201205050610,10,6,6,7.3,3,2,00732,57,芝2400,良,2:24.7,0.2,6-5-5-3,35.1-35.9,35.8,482(+10),2008102638,567.4,2008102064,201408030411
2012/10/20,4新潟3,晴,10,岩船特別(500万下),201204040310,14,6,9,7.1,2,1,01117,57,芝2200,良,2:13.0,-0.1,12-13-12-10,35.2-35.5,34.2,472(0),2009106016,910.6,2008102064,201408030411
2012/05/27,2東京12,晴,8,青嵐賞(1000万下),201205021208,14,8,13,10.4,5,6,01122,57,芝2400,良,2:25.8,0.2,8-8-9-8,36.7-34.8,34.2,472(0),2006103372, ,2008102064,201408030411
2012/04/28,2東京3,晴,9,陣馬特別(1000万下),201205020309,17,2,3,8.9,4,7,01122,56,芝2400,稍,2:29.0,0.4,5-5-4-4,35.8-34.6,34.6,472(-2),2008104467, ,2008102064,201408030411
2012/02/04,1東京3,晴,10,箱根特別(1000万下),201205010310,11,8,10,6.4,3,5,01122,55,芝2400,良,2:26.7,0.4,10-10-10-10,37.2-34.6,34.1,474(+2),2008103060,140.0,2008102064,201408030411
2011/12/25,5小倉10,晴,9,3歳以上500万下,201110051009,16,2,4,3.9,2,1,01096,55,芝2600,良,2:42.3,-0.2,16-15-13-10,38.8-34.9,34.1,472(+4),2008101343,700.0,2008102064,201408030411
2011/11/19,5新潟11,雨,6,3歳以上500万下,201104051106,14,5,8,2.9,1,3,01096,55,芝2400,良,2:28.2,0.4,6-6-3-4,35.4-36.5,36.6,468(+4),2008102428,180.0,2008102064,201408030411
2011/10/30,5新潟6,曇,10,雨飾山特別(500万下),201104050610,15,2,3,12.5,7,2,01096,54,芝2400,良,2:26.2,0.3,9-10-14-8,34.2-36.9,36.0,464(+10),2008101165,401.4,2008102064,201408030411
2011/06/12,3東京8,曇,4,3歳未勝利,201105030804,14,1,1,1.8,1,1,01122,56,芝2400,稍,2:28.9,-0.3,4-4-4-3,36.6-35.9,35.7,454(+2),2008100378,500.0,2008102064,201408030411
2011/05/22,3東京2,晴,5,3歳未勝利,201105030205,14,8,13,4.1,2,5,01122,56,芝2000,良,2:00.6,0.3,9-10-10,36.6-34.9,34.3,452(-2),2008103184,50.0,2008102064,201408030411
2011/04/24,2東京2,晴,4,3歳未勝利,201105020204,18,7,15,6.0,3,2,00422,56,芝2000,重,2:04.7,0.2,9-13-10,37.7-34.8,34.2,454(-2),2008105966,200.0,2008102064,201408030411
2011/03/26,2阪神1,晴,3,3歳未勝利,201109020103,18,3,5,39.9,9,5,01095,56,芝2200,良,2:15.8,0.4,11-10-10-9,35.7-35.4,34.9,456(+2),2008103013,50.0,2008102064,201408030411
2011/02/27,2中山2,晴,5,3歳未勝利,201106020205,16,4,8,20.0,6,3,01095,56,芝2000,良,2:02.9,0.3,8-7-6-8,35.9-35.9,35.3,454(0),2008104923,130.0,2008102064,201408030411
2011/01/10,1中山4,晴,5,3歳未勝利,201106010405,15,2,3,41.8,8,6,01075,56,芝2200,良,2:17.4,0.5,14-14-14-14,36.3-36.7,35.9,454(-2),2008102586, ,2008102064,201408030411
2010/11/06,5東京1,晴,6,2歳新馬,201005050106,11,7,8,142.7,10,6,01104,55,芝1800,良,1:51.3,1.0,10-10-8,37.9-34.8,35.2,456(0),2008102909, ,2008102064,201408030411
2015/12/27,5中山8,曇,10,有馬記念(G1),201506050810,16,1,1,122.8,15,15,01150,57,芝2500,良,2:35.4,2.4,12-12-16-16,30.9-35.0,36.4,446(+2),2011105266, ,2008102978,201408030411
2015/12/05,4中京1,晴,11,金鯱賞(G2),201507040111,12,6,7,86.2,11,11,05529,56,芝2000,良,2:01.5,2.7,11-12-12-11,35.4-34.9,36.7,444(+10),2008103100, ,2008102978,201408030411
2015/09/27,4中山7,晴,11,産経賞オールカマー(G2),201506040711,15,2,2,78.2,13,8,01122,56,芝2200,良,2:12.9,1.0,8-8-10-11,35.8-34.9,35.0,434(-2),2011103584, ,2008102978,201408030411
2015/08/09,2小倉4,晴,11,小倉記念(G3),201510020411,17,1,2,38.2,10,8,01126,57.5,芝2000,良,1:58.9,0.9,10-10-12-9,34.0-36.3,36.4,436(0),2011100370, ,2008102978,201408030411
2015/06/28,3阪神8,晴,11,宝塚記念(G1),201509030811,16,5,10,283.7,15,14,01126,58,芝2200,良,2:15.5,1.1,3-3-3-3,36.0-35.0,35.8,436(-2),2010104298, ,2008102978,201408030411
2015/05/31,2東京12,晴,12,目黒記念(G2),201505021212,18,3,5,59.0,14,15,05339,57.5,芝2500,良,2:31.2,1.5,11-11-13-12,30.3-35.0,35.6,438(+4),2008104835, ,2008102978,201408030411
2015/01/25,1中山9,晴,11,アメリカジョッキーC(G2),201506010911,17,7,13,92.1,13,16,00711,56,芝2200,良,2:14.8,1.2,8-8-5-7,37.7-34.6,35.3,434(+2),2009103847, ,2008102978,201408030411
2014/12/28,4中山8,晴,10,有馬記念(G1),201406040810,16,8,16,87.1,15,16,00663,57,芝2500,良,2:36.4,1.1,15-15-14-14,31.1-34.6,34.2,432(-4),2009106253, ,2008102978,201408030411
2014/12/06,4中京1,曇,11,金鯱賞(G2),201407040111,17,4,7,41.6,10,12,01126,56,芝2000,良,2:00.1,1.3,14-12-13-13,35.7-35.4,35.4,436(-8),2010104439, ,2008102978,201408030411
2014/05/04,3京都4,晴,11,天皇賞(春)(G1),201408030411,18,7,13,179.2,14,12,00705,58,芝3200,良,3:16.2,1.1,16-16-18-18,36.9-34.8,34.6,444(-2),2009106599, ,2008102978,201408030411
2014/03/29,3中山1,晴,11,日経賞(G2),201406030111,15,7,13,9.3,4,10,05212,56,芝2500,良,2:35.3,0.9,9-11-11-11,31.8-34.7,34.8,446(+6),2008103206, ,2008102978,201408030411
2014/01/05,1中山1,晴,11,日刊スポ賞中山金杯(G3),201406010111,16,2,3,9.5,5,1,05471,57.5,芝2000,良,2:00.1,-0.1,9-9-10-8,35.1-36.6,34.6,440(-4),2008103361,"4,060.2",2008102978,201408030411
2013/11/30,4中京1,晴,11,金鯱賞(G2),201307040111,14,6,10,4.7,2,10,05339,57,芝2000,良,2:01.2,1.6,11-11-12-12,35.9-36.1,35.3,444(+6),2008103192, ,2008102978,201408030411
2013/10/27,4東京9,晴,11,天皇賞(秋)(G1),201305040911,17,7,14,83.4,12,13,00422,58,芝2000,良,2:00.0,2.5,13-13-13,35.0-35.3,36.7,438(+12),2009106461, ,2008102978,201408030411
2013/09/22,4中山7,晴,11,産経賞オールカマー(G2),201306040711,16,7,13,14.1,6,7,05386,57,芝2200,良,2:12.5,0.5,8-8-8-9,36.0-36.3,34.7,426(-14),2008104514, ,2008102978,201408030411
2013/03/23,3中山1,晴,11,日経賞(G2),201306030111,14,8,13,4.7,2,9,05473,57,芝2500,良,2:33.2,1.2,13-13-11-12,30.5-35.0,35.1,440(+2),2009106599, ,2008102978,201408030411
2012/12/23,5中山8,晴,10,有馬記念(G1),201206050810,16,3,6,27.6,10,2,05339,57,芝2500,良,2:32.1,0.2,10-7-10-10,29.9-36.0,35.3,438(+2),2009102739,"8,098.4",2008102978,201408030411
2012/12/01,3中京1,晴,11,金鯱賞(G2),201207030111,12,5,6,7.3,6,1,05339,56,芝2000,良,2:00.4,-0.1,8-8-7-7,37.0-35.2,34.7,436(0),2009105925,"6,091.0",2008102978,201408030411
2012/11/04,5東京2,晴,11,アルゼンチン共和国杯(G2),201205050211,15,6,11,11.5,5,5,01122,55,芝2500,良,2:30.7,0.8,14-14-15-14,29.0-34.5,34.2,436(-4),2008102912,550.0,2008102978,201408030411
2012/10/07,4京都2,晴,10,大原S(1600万下),201208040210,9,8,8,2.7,1,1,01128,57,芝2000,良,1:58.6,0.0,6-6-7-7,35.5-34.9,34.2,440(+2),2008104904,"1,721.7",2008102978,201408030411
2012/08/19,3新潟4,晴,11,天の川S(1600万下),201204030411,14,3,3,2.4,2,4,01077,57,芝2000,良,1:59.1,0.6,5-5,34.4-35.5,32.8,438(-2),2007104901,260.0,2008102978,201408030411
2012/08/04,2小倉3,晴,11,西部スポニチ賞(1000万下),201210020311,11,6,6,1.9,1,1,00894,57,芝2000,良,1:59.1,-0.3,9-10-8-7,35.6-34.5,33.9,440(+14),2009101449,"1,425.2",2008102978,201408030411
2012/05/05,2東京5,晴,10,緑風S(1600万下),201205020510,13,4,5,4.6,2,2,01122,56,芝2400,良,2:27.5,0.0,10-10-10-10,34.4-36.8,34.8,426(-6),2008103349,688.4,2008102978,201408030411
2012/04/07,3中山5,曇,10,湾岸S(1600万下),201206030510,12,7,9,4.6,2,4,01122,57,芝2200,良,2:14.1,0.3,9-10-10-9,37.3-34.9,34.0,432(-2),2008103079,260.0,2008102978,201408030411
2012/02/05,1東京4,晴,10,早春S(1600万下),201205010410,14,3,4,11.0,4,4,01014,56,芝2400,良,2:27.0,0.3,6-6-8-11,35.8-34.6,34.0,434(-6),2008102952,260.0,2008102978,201408030411
2011/08/20,4新潟3,曇,10,阿賀野川特別(1000万下),201104040310,13,2,2,2.7,1,1,01014,54,芝2200,良,2:13.7,0.0,6-8-9-6,35.4-34.9,34.2,440(+4),2008101076,"1,500.1",2008102978,201408030411
2011/07/09,4京都3,晴,9,樟葉特別(500万下),201108040309,11,7,9,6.3,4,1,01088,54,芝2400,良,2:26.0,0.0,2-2-2-2,35.4-34.0,33.9,436(+4),2008103927,"1,073.8",2008102978,201408030411
2011/05/15,3京都8,晴,3,3歳未勝利,201108030803,18,3,6,4.1,2,1,01018,56,芝2000,良,2:01.1,-0.5,13-11-9-3,34.8-36.0,34.9,432(-2),2008101493,500.0,2008102978,201408030411
2011/04/24,1新潟2,晴,5,3歳未勝利,201104010205,16,3,5,4.4,3,6,01126,55,芝2000,稍,2:05.5,0.5,11-10-8-9,37.0-35.9,35.6,434(-2),2008104468, ,2008102978,201408030411
2011/02/05,1小倉5,晴,4,3歳新馬,201110010504,16,3,5,3.2,2,6,05472,56,芝1800,良,1:51.4,1.2,9-10-9-9,37.1-34.5,34.9,436(0),2008102606, ,2008102978,201408030411
2014/11/04,オースト,晴, ,メルボルンC(G1),2014B6a00707, , ,1, ,1,22,05454,58.5,芝3200,良, , , , , ,計不,, ,2008103079,201408030411
2014/10/18,オースト,晴, ,コーフィールドC(G1),2014B6a00609, , ,1, , ,1,05454,58,芝2400,良,2:32.12, , , , ,計不,, ,2008103079,201408030411
2014/05/04,3京都4,晴,11,天皇賞(春)(G1),201408030411,18,7,15,88.5,10,13,00700,58,芝3200,良,3:16.2,1.1,12-12-11-14,36.9-34.8,34.9,492(+8),2009106599, ,2008103079,201408030411
2014/03/23,1阪神8,晴,11,阪神大賞典(G2),201409010811,9,8,8,15.6,5,2,00700,56,芝3000,良,3:07.2,0.6,5-5-5-3,38.2-35.0,34.9,484(-6),2009102739,"2,518.4",2008103079,201408030411
2013/12/22,5中山8,晴,10,有馬記念(G1),201306050810,16,5,10,14.4,3,11,05416,57,芝2500,良,2:35.3,3.0,6-6-3-10,30.3-36.7,39.4,490(+6),2008102636, ,2008103079,201408030411
2013/11/24,5東京8,晴,11,ジャパンC(G1),201305050811,17,3,6,21.1,4,4,05416,57,芝2400,良,2:26.2,0.1,9-9-10-10,37.0-34.1,33.5,484(+2),2009106253,"3,800.0",2008103079,201408030411
2013/11/03,5東京2,晴,11,アルゼンチン共和国杯(G2),201305050211,18,8,16,6.9,4,2,05377,57.5,芝2500,良,2:31.1,0.2,12-12-11-8,29.9-35.2,34.8,482(-6),2007104599,"2,237.6",2008103079,201408030411
2013/10/06,4京都2,晴,11,京都大賞典(G2),201308040211,13,4,4,30.1,5,4,00894,56,芝2400,良,2:23.2,0.3,3-3-5-6,36.1-34.9,34.5,488(+2),2008104835,900.0,2008103079,201408030411
2013/05/26,2東京12,晴,12,目黒記念(G2),201305021212,18,4,8,3.8,1,10,05203,57.5,芝2500,良,2:30.8,1.2,9-10-10-12,29.5-35.2,35.3,486(0),2008103165, ,2008103079,201408030411
2013/04/28,3京都4,晴,11,天皇賞(春)(G1),201308030411,18,4,7,21.7,4,4,05203,58,芝3200,良,3:15.0,0.8,11-11-14-10,36.5-36.3,36.4,486(+6),2009106599,"2,000.0",2008103079,201408030411
2013/02/16,1東京7,晴,11,ダイヤモンドS(G3),201305010711,16,8,15,4.3,1,1,00422,56,芝3400,良,3:31.9,-0.4,9-8-7-6,35.1-36.3,35.6,480(-2),2004107116,"4,058.1",2008103079,201408030411
2013/01/20,1中山7,晴,11,アメリカジョッキーC(G2),201306010711,12,4,4,3.6,2,3,00422,56,芝2200,良,2:13.6,0.5,9-9-4-4,36.0-36.3,36.4,482(-4),2008103548,"1,512.2",2008103079,201408030411
2012/12/01,3中京1,晴,11,金鯱賞(G2),201207030111,12,5,5,6.4,4,3,05212,56,芝2000,良,2:00.6,0.2,8-9-10-10,37.0-35.2,34.7,486(+2),2008102978,"1,513.0",2008103079,201408030411
2012/11/11,5京都4,雨,10,アンドロメダS(OP),201208050410,14,7,11,2.7,2,3,05212,56,芝2000,重,2:02.1,0.4,14-14-12-11,37.1-35.2,34.7,484(0),2008103548,554.6,2008103079,201408030411
2012/10/20,4京都6,晴,10,古都S(1600万下),201208040610,10,5,5,2.4,1,1,05212,58,芝2400,良,2:24.9,0.0,8-8-8-7,35.8-35.4,34.2,484(-8),2008102584,"1,725.2",2008103079,201408030411
2012/06/10,3阪神4,曇,10,垂水S(1600万下),201209030410,11,4,4,6.1,3,2,05203,57,芝2000,良,2:01.2,0.2,5-5-2-2,36.0-35.9,36.0,492(+10),2007103591,687.2,2008103079,201408030411
2012/04/07,3中山5,曇,10,湾岸S(1600万下),201206030510,12,5,6,3.0,1,1,00422,57,芝2200,良,2:13.8,0.0,8-8-8-7,37.3-34.9,34.0,482(-2),2006102971,"1,730.1",2008103079,201408030411
2012/03/10,2中山5,曇,9,館山特別(1000万下),201206020509,9,6,6,2.0,1,1,05203,57,芝2000,不,2:08.9,-0.2,5-5-5-5,38.5-37.6,37.0,484(+2),2006102971,"1,422.4",2008103079,201408030411
2012/02/25,1阪神1,曇,9,千里山特別(1000万下),201209010109,13,5,6,5.5,2,2,05203,56,芝2000,良,2:02.9,0.0,8-8-9-8,36.5-37.5,36.8,482(-6),2008101633,568.6,2008103079,201408030411
